Ticketmaster				Entertainment
Tiffany&Co				GiftsGiven
TimHortons				Dining
Timberland				Clothing
TitleNine				Clothing
Toast					Dining
TomPettyConcert				Entertainment
TomThumbOverseasMarathon		Dining
TomoSushi				Dining
TonyRomas				Dining
Tortilla				Dining
TownOfSchroon				Fines
ToyotaCamryFromSteve			CarPayment
ToyotaCarPayment			CarPayment
ToyotaOfNaperville			Service
ToysInBabeland				Entertainment
ToysRUs					General
TraderJoes				Groceries
TravelMart				Dining
Travelocity				Travel
TrendMicro				BankCharge
TufanLtd				Clothing
TugboatRestaurant			Vacation
TurboTax				Taxes
TuscanyCafe				Dining
TwiceSoldTales				Entertainment
TwoBrothersTapHouse			Dining
TyroneHouse				Dining
UBCBookstore				Vacation
UBS					ATM
UCSantaBarbara				Dining
UDistrictBookStore			Entertainment
UHaul					WorkTravel
UNICEF					GiftsGiven
USAGasStation				Fuel
USAToday				Dining
USAirway				Vacation
USDepartmentOfEducation			StudentLoan
USOpen					Entertainment
USPS					General
USTA					Entertainment
USTreasury				Taxes
UWInpatientPharmacy			Doctor
UWMCExpresso				Dining
UggStore				Clothing
Uhaul					Travel
UnclePetesPizza				Dining
UnionFoodCourt				WorkTravel
UnionOutTakes				WorkTravel
United					WorkTravel
UnitedAirlines				Travel
UniversityFoodGrill			Vacation
UniversityGrill&Pizza			WorkTravel
UniversityHardware			Furniture
UniversityHouseware			Furniture
UniversityOfChicagoMedical		Doctor
UniversityOfCinncinnati			WorkTravel
UniversityOfMaryland			Dining
UniversityOfMichigan			WorkTravel
UniversityOfMinnesota			WorkTravel
UniversityOfMinnesotaBookstore		WorkTravel
UniversityOfOxford			WorkTravel
UniversityOfUtahWebPayment		WorkTravel
UniversityOfWashington			ThomasSalary
UniversityOfWashingtonSalary		ThomasSalary
UniversityOfWashingtonTuition		School
UniversityTeriyaki			Dining
UniversityofPittsburgh			WorkTravel
Upkeepers				Furniture
UpperCrustJFK				WorkTravel
UrbanTaco				Dining
UsOpen					Entertainment
VX510					Fuel
ValdostanaLaThuille			WorkTravel
Valero					Fuel
VendingAtCocaCola			Dining
VeraBradley				Clothing
VeraBrandley				Clothing
Verizon					Phone
VictoriaSecret				Clothing
VictoriasSecret				Clothing
VillaPizza				Dining
VillagePontiac				Service
WAPBoston				Dining
WBEZ					Charity
WHSmith					Dining
WIRE_TRANSFER_DEPOSIT			GiftReceived
WNYC					Charity
WOOTInc					Clothing
WSHU					Charity
WSOutlet				Entertainment
WalMart					General
Waldbaums				Groceries
Walgreens				Medicine
WashingtonMetroRail			WorkTravel
WashingtonMutual			CreditCard
WaterwheelLiquors			Vacation
WaverlyLiquors				Groceries
WeBringThe				Clothing
Wendys					Dining
WestElm					Furniture
WestSuburbanLimo			WorkTravel
Westin					WorkTravel
WestoneLaboraties			Doctor
WestsideMarket				Groceries
WexnerCafe				Dining
WhistleStop				WorkTravel
WhiteHen				Groceries
WhiteHouseSubs				Dining
WholeFoods				Groceries
WilcoOil				Fuel
WildBirdCenter				Entertainment
WildBirdsUnlimited			WorkTravel
WildByNature				Groceries
WildOutWest				TVInternet
WilliamAndMary				WorkTravel
WilliamsSonoma				Furniture
WilliamsSonona				Furniture
WilliamsburgHospitalityHouse		WorkTravel
Wings					Vacation
WinterthurMuseum			Entertainment
WiscassetClipper			Vacation
WokAndRoll				Dining
WorldFamousKaysPizza			Dining
WorldPantry.com				Dining
WorldWildlifeFund			Charity
WyndhamPittsburg			WorkTravel
YankeeStadium				Entertainment
YogurtCrazy				Dining
YouMeAndTea				Dining
Yoyo.com				Clothing
ZMarketMaryland				Dining
ZPita					Dining
ZanesTavern				WorkTravel
ZapposDevelopment.6pm.com		Clothing
ZazuSalon				Hair
Zazzle.com				Clothing
ZeytinRestaurant			Dining
ZocaloGrill				Dining
Zoup					Dining
Zulily					Clothing
www.abebooks.com			Entertainment
www.alexandalexa.com			Clothing
www.asos.com				Clothing
www.bookworm.com			Entertainment
www.ebags.com				Clothing
www.myhabit.com				Entertainment
www.store.motorola.com			WorkTravel
www.teamfanshop.com			Clothing
www.wiworldstore.com			GiftsGiven
