2008_2_10_Credit_m22.35		Speedway			Fuel				
2008_2_11_Chase_m15		DrAtCentralParkWest		Doctor				
2008_2_11_Chase_m153.1		Check				Doctor				
2008_2_11_Chase_m15_x		DrAtCentralParkWest		Doctor				
2008_2_11_Chase_m33.67		BarnesAndNoble			General				
2008_2_11_Credit_m3.75		Starbucks			Coffee				
2008_2_12_Chase_m20		Deluxe				Dining				
2008_2_12_Credit_m1.5		Starbucks			Coffee				
2008_2_12_Credit_m1.8		Starbucks			Coffee				
2008_2_12_Credit_m32.82		Speedway			Fuel				
2008_2_14_Chase_m100		BANKATM				Dining				
2008_2_14_Credit_m20		HartleyPharmacy			Medicine			
2008_2_15_Credit_m41.09		Speedway			Fuel				
2008_2_16_Credit_m32.44		BarnesAndNoble			General				
2008_2_17_Credit_m74.68		Walgreens			Medicine			
2008_2_17_Credit_m8.44		BarnesAndNoble			General				
2008_2_21_Credit_m599		SellMyTimeShareNow		Vacation			
2008_2_29_Chase_p3017.42	Fermilab			RuthSalary			
2008_2_5_Chase_m358		UnitedAirlines			LocalTravel			
2008_2_5_Chase_m9.2		USPS				General				
2008_2_5_Chase_m9.2_x		USPS				General				
